"","ibge","Municipios","rod_fechada","X28.03.2020","X01.04.2020","X02.04.2020","X03.04.2020","X04.04.2020","X05.04.2020","X08.04.2020","X10.04.2020","X11.04.2020","X15.04.2020","X16.04.2020","X17.04.2020","X18.04.2020","X19.04.2020","X22.04.2020","X24.04.2020","X25.04.2020","X26.04.2020","X29.04.2020","X30.04.2020","X01.05.2020","X02.05.2020","X06.05.2020","X07.05.2020","X08.05.2020","X09.05.2020","X10.05.2020","X13.05.2020","X14.05.2020","X15.05.2020","X16.05.2020","X17.05.2020","X20.05.2020","X21.05.2020","X22.05.2020","X23.05.2020","X24.05.2020","X29.05.2020","X30.05.2020","X31.05.2020","X03.06.2020","X05.06.2020","X06.06.2020","X07.06.2020","X10.06.2020","X11.06.2020","X12.06.2020","X14.06.2020","X17.06.2020","X18.06.2020","X20.06.2020","X21.06.2020","X24.06.2020","X25.06.2020","X26.06.2020","X27.06.2020"
"99","2908507","Conceição do Jacuípe",65,0,4,5,6,7,8,11,13,14,14,14,14,14,15,18,20,21,22,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,28,29,30,31,36,37,38,41,43,44,45,48,49,50,52,55,56,58,59,62,63,64,65
"100","2908606","Conde",35,0,0,0,0,0,0,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,11,13,14,15,18,19,20,22,25,26,28,29,32,33,34,35
"101","2908705","Condeúba",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,9,10,13,15,16,17,20,21,22,24,27,28,30,31,34,35,36,37
"102","2908903","Coração de Maria",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,14,14,14,14,17,18,19,20,21,24,25,26,27,27,27,28,29,32,34,35,36,39,40,41,43,46,47,49,50,53,54,55,56
"103","2909000","Cordeiros",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,8,9,12,13,14,14
"104","2909208","Coronel João Sá",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,19,19,19,19,19,19,19
"105","2909307","Correntina",30,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,19,20,21,23,26,27,29,30,30,30,30,30
"106","2909505","Cravolândia",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,12,12,12,12,12,12,12,12,12,12,12,13,14,15,16,21,22,22,22,22,22,22,22,22,22,22,22,23,25,26,29,30,31,32
"107","2909604","Crisópolis",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"108","2909703","Cristópolis",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,12,13,14,17,19,20,21,24,25,26,28,31,32,34,34,34,34,34,35
"109","2909802","Cruz das Almas",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,11,12,13,14,17,18,19,20,21,24,25,26,27,28,33,34,35,38,40,41,42,45,46,47,49,52,53,55,56,59,60,61,62
"110","2909901","Curaçá",58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,8,11,12,13,14,18,19,20,21,22,25,26,27,28,29,29,29,29,29,29,29,30,31,34,36,37,38,41,42,43,45,48,49,51,52,55,56,57,58
"111","2910008","Dário Meira",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,8,9,10,13,14,15,16,17,20,21,22,23,24,29,30,31,34,36,37,38,41,42,43,45,48,49,51,52,55,56,57,58
"112","2910057","Dias d'Ávila",80,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,16,17,18,21,22,23,24,28,29,30,31,32,35,36,37,38,39,42,43,44,45,46,51,52,53,56,58,59,60,63,64,65,67,70,71,73,74,77,78,79,80
"113","2910107","Dom Basílio",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,12,13,16,17,18,20,23,23,23,23,23,24,25,26
"114","2910206","Dom Macedo Costa",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,7,9,10,13,14,15,16
"115","2910404","Encruzilhada",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,15,16,17,20,22,23,24,27,28,29,31,34,35,37,38,41,42,43,44
"116","2910503","Entre Rios",58,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,17,20,21,22,23,24,29,30,31,34,36,37,38,41,42,43,45,48,49,51,52,55,56,57,58
"117","2910602","Esplanada",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"118","2910701","Euclides da Cunha",52,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,43,45,46,49,50,51,52
"119","2910727","Eunápolis",84,0,0,0,0,0,1,4,6,7,11,12,13,14,15,18,20,21,22,25,26,27,28,32,33,34,35,36,39,40,41,42,43,46,47,48,49,50,55,56,57,60,62,63,64,67,68,69,71,74,75,77,78,81,82,83,84
"120","2910750","Fátima",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,19,19,19,19,19,19,19
"121","2910800","Feira de Santana",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"122","2910859","Filadélfia",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"123","2910909","Firmino Alves",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,13,13,13,13,13,13
"124","2911006","Floresta Azul",54,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,8,9,10,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,17,18,19,20,25,26,27,30,32,33,34,37,38,39,41,44,45,47,48,51,52,53,54
"125","2911105","Formosa do Rio Preto",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,8,11,12,14,15,15,15,15,16
"126","2911204","Gandu",70,0,0,0,0,0,0,0,2,3,7,8,9,10,11,11,11,11,11,11,12,13,14,18,19,20,21,22,25,26,27,28,29,32,33,34,35,36,41,42,43,46,48,49,50,53,54,55,57,60,61,63,64,67,68,69,70
"127","2911303","Gentio do Ouro",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,8,9,12,13,14,15
"128","2911402","Glória",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"129","2911501","Gongogi",60,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,14,15,16,19,20,21,22,22,22,22,22,22,22,22,22,22,22,22,23,24,25,26,31,32,33,36,38,39,40,43,44,45,47,50,51,53,54,57,58,59,60
"130","2911600","Governador Mangabeira",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,12,17,18,19,22,24,25,26,29,30,31,33,36,37,39,40,43,44,45,46
"131","2911659","Guajeru",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,8,10,11,11,11,11,11
"132","2911709","Guanambi",48,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,20,21,24,26,27,28,31,32,33,35,38,39,41,42,45,46,47,48
"133","2911808","Guaratinga",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,8,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,17,18,19,21,24,25,27,28,31,32,33,34
"134","2911907","Iaçu",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,12,13,14,17,19,20,21,24,25,26,28,31,32,34,35,38,39,40,41
"135","2912103","Ibicaraí",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,12,13,14,15,16,19,20,21,22,23,26,27,28,29,30,35,36,37,40,42,43,44,47,48,49,51,54,55,57,58,61,62,63,64
"136","2912202","Ibicoara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","2912301","Ibicuí",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,8,11,12,14,15,18,19,20,21
"138","2912400","Ibipeba",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,11,11,11,11,11,11,11,11
"139","2912509","Ibipitanga",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,8,11,12,14,15,15,15,15,15
"140","2912707","Ibirapitanga",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,43,45,46,49,50,51,52
"141","2912806","Ibirapuã",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"142","2912905","Ibirataia",80,0,0,0,0,0,0,0,2,3,7,8,9,10,11,14,16,17,18,21,22,23,24,28,29,30,31,32,35,36,37,38,39,42,43,44,45,46,51,52,53,56,58,59,60,63,64,65,67,70,71,73,74,77,78,79,80
"143","2913002","Ibitiara",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"144","2913200","Ibotirama",40,0,0,0,0,0,0,0,2,3,7,8,9,10,11,14,14,14,14,14,15,16,17,21,22,23,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27,30,31,33,34,37,38,39,40
"145","2913457","Igrapiúna",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,11,13,14,15,18,19,20,22,25,26,28,29,32,33,34,35
"146","2913507","Iguaí",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,8,11,12,13,15,18,19,21,22,25,26,27,28
"147","2913606","Ilhéus",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"148","2913705","Inhambupe",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"149","2913804","Ipecaetá",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,12,13,14,17,19,20,21,24,25,26,28,31,32,32,32,32,33,34,35
"150","2913903","Ipiaú",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"151","2914000","Ipirá",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,17,20,22,23,24,27,28,29,31,34,35,37,38,41,42,43,44
"152","2914307","Iramaia",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,10,11,13,14,17,18,18,18
"153","2914406","Iraquara",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"154","2914505","Irará",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"155","2914604","Irecê",53,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,15,15,15,15,15,15,15,16,17,18,19,22,23,24,25,26,26,26,26,29,31,32,33,36,37,38,40,43,44,46,47,50,51,52,53
"156","2914653","Itabela",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,11,12,13,14,19,20,21,24,26,27,28,31,32,33,35,38,39,41,42,45,46,47,48
"157","2914703","Itaberaba",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,15,16,17,18,21,22,23,24,25,28,29,30,31,32,37,38,39,42,44,45,46,49,50,51,53,56,57,59,60,63,64,65,66
"158","2914802","Itabuna",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"159","2914901","Itacaré",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"160","2915007","Itaetê",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,10,12,13,14,17,18,19,21,24,25,27,28,31,32,33,34
"161","2915106","Itagi",45,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,43,45,45,45,45,45,45
"162","2915205","Itagibá",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"163","2915353","Itaguaçu da Bahia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"164","2915403","Itaju do Colônia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"165","2915502","Itajuípe",86,0,0,0,1,2,3,6,8,9,13,14,15,16,17,20,22,23,24,27,28,29,30,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,57,58,59,62,64,65,66,69,70,71,73,76,77,79,80,83,84,85,86
"166","2915601","Itamaraju",58,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,17,20,21,22,23,24,29,30,31,34,36,37,38,41,42,43,45,48,49,51,52,55,56,57,58
"167","2915700","Itamari",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"168","2915809","Itambé",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,8,9,10
"169","2915908","Itanagra",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,11,13,14,15,18,19,20,22,25,26,28,29,32,33,33,33
"170","2916005","Itanhém",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"171","2916104","Itaparica",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"172","2916203","Itapé",61,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,9,10,11,14,14,14,14,14,14,14,15,16,19,20,21,22,23,26,27,27,27,27,32,33,34,37,39,40,41,44,45,46,48,51,52,54,55,58,59,60,61
"173","2916302","Itapebi",46,0,0,0,0,0,0,0,0,0,4,5,6,7,8,11,13,14,15,18,19,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,27,28,29,32,34,35,36,36,36,36,36,36,37,39,40,43,44,45,46
"174","2916401","Itapetinga",71,0,0,0,0,0,0,3,5,6,10,11,12,13,14,17,19,20,21,24,25,26,27,31,32,33,34,35,38,39,40,41,42,42,42,42,42,42,42,43,44,47,49,50,51,54,55,56,58,61,62,64,65,68,69,70,71
"175","2916500","Itapicuru",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"176","2916609","Itapitanga",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,16,16,16,16,17,18,21,22,23,25,28,29,31,32,35,36,37,38
"177","2916708","Itaquara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","2916807","Itarantim",44,0,0,0,0,0,0,0,2,3,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,15,16,17,18,19,24,24,24,24,24,24,24,27,28,29,31,34,35,37,38,41,42,43,44
"179","2916856","Itatim",72,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,14,14,14,14,14,15,16,20,21,22,23,24,27,28,29,30,31,34,35,36,37,38,43,44,45,48,50,51,52,55,56,57,59,62,63,65,66,69,70,71,72
"180","2916906","Itiruçu",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,7,9,10,13,14,14,14
"181","2917003","Itiúba",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,9,10,13,15,16,17,20,21,22,24,27,28,30,30,30,30,30,30
"182","2917102","Itororó",55,0,4,5,6,7,8,11,13,14,18,19,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,28,29,30,33,35,35,35,38,39,40,42,45,46,48,49,52,53,54,55
"183","2917201","Ituaçu",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,11,11,11,11,11,11,11,11
"184","2917300","Ituberá",46,0,0,0,0,0,0,0,0,0,4,5,6,7,8,11,13,13,13,13,13,13,13,13,14,15,16,17,20,21,22,23,24,24,24,24,24,24,24,24,24,24,24,25,26,29,30,31,33,36,37,39,40,43,44,45,46
"185","2917334","Iuiu",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,7,7,7,7,7,7,7
"186","2917359","Jaborandi",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9
"187","2917409","Jacaraci",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,11,13,14,15,18,19,20,22,25,26,28,29,29,29,29,29
"188","2917508","Jacobina",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,9,12,13,14,15,16,21,22,23,26,28,29,30,33,34,35,37,40,41,43,44,47,48,49,50
"189","2917607","Jaguaquara",67,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,9,10,11,14,15,16,17,21,22,23,23,23,23,23,24,25,26,29,30,31,32,33,38,39,40,43,45,46,47,50,51,52,54,57,58,60,61,64,65,66,67
"190","2917706","Jaguarari",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,8,9,10,13,14,15,16,17,20,21,22,23,24,29,30,30,30,32,33,34,37,38,39,41,44,45,47,48,51,52,53,54
"191","2917805","Jaguaripe",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,9,12,14,15,16,19,20,21,23,26,27,29,30,33,34,35,36
"192","2917904","Jandaíra",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,15,16,19,20,21,22
"193","2918001","Jequié",85,0,4,5,6,7,8,11,13,14,14,14,14,15,16,19,21,22,23,26,27,28,29,33,34,35,36,37,40,41,42,43,44,47,48,49,50,51,56,57,58,61,63,64,65,68,69,70,72,75,76,78,79,82,83,84,85
"194","2918100","Jeremoabo",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,7,9,10,13,14,15,16
"195","2918209","Jiquiriçá",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9
"196","2918308","Jitaúna",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,9,12,13,14,15,16,21,22,23,26,28,29,30,33,34,35,37,40,41,43,44,47,48,49,50
"197","2918357","João Dourado",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,8,11,12,13,15,18,19,21,22,25,26,27,28
"198","2918407","Juazeiro",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"199","2918456","Jucuruçu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","2918506","Jussara",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"201","2918555","Jussari",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,11,12,13,16,18,19,20,23,24,25,27,30,31,33,34,34,34,35,36
"202","2918605","Jussiape",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,14,17,18,20,21,24,24,24,24
"203","2918704","Lafaiete Coutinho",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,15,16,16,16,16,17,18,21,22,23,25,28,29,31,32,35,36,37,38
