"","ibge","Municipios","rod_fechada","X28.03.2020","X01.04.2020","X02.04.2020","X03.04.2020","X04.04.2020","X05.04.2020","X08.04.2020","X10.04.2020","X11.04.2020","X15.04.2020","X16.04.2020","X17.04.2020","X18.04.2020","X19.04.2020","X22.04.2020","X24.04.2020","X25.04.2020","X26.04.2020","X29.04.2020","X30.04.2020","X01.05.2020","X02.05.2020","X06.05.2020","X07.05.2020","X08.05.2020","X09.05.2020","X10.05.2020","X13.05.2020","X14.05.2020","X15.05.2020","X16.05.2020","X17.05.2020","X20.05.2020","X21.05.2020","X22.05.2020","X23.05.2020","X24.05.2020","X29.05.2020","X30.05.2020","X31.05.2020","X03.06.2020","X05.06.2020","X06.06.2020","X07.06.2020","X10.06.2020","X11.06.2020","X12.06.2020","X14.06.2020","X17.06.2020","X18.06.2020","X20.06.2020","X21.06.2020","X24.06.2020","X25.06.2020","X26.06.2020","X27.06.2020"
"309","2927408","Salvador",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"310","2927507","Santa Bárbara",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,8,9,10,13,14,15,16,17,20,21,22,23,24,29,30,31,34,36,37,38,41,42,43,45,48,49,51,52,55,56,57,58
"311","2927606","Santa Brígida",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"312","2927705","Santa Cruz Cabrália",73,0,0,0,0,1,2,5,7,8,12,13,14,15,16,19,21,22,23,26,27,28,29,33,34,35,36,37,40,41,42,43,44,44,44,44,44,44,44,45,46,49,51,52,53,56,57,58,60,63,64,66,67,70,71,72,73
"313","2927804","Santa Cruz da Vitória",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"314","2927903","Santa Inês",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"315","2928000","Santaluz",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,11,11,12,13,14,17,18,19,20,21,26,27,28,31,33,34,35,38,39,40,42,45,46,48,49,52,53,54,55
"316","2928059","Santa Luzia",60,0,0,0,0,0,0,0,0,0,4,5,6,7,8,11,13,14,15,18,19,20,21,25,26,27,27,27,27,27,27,28,29,32,33,34,35,36,36,36,36,36,38,39,40,43,44,45,47,50,51,53,54,57,58,59,60
"317","2928109","Santa Maria da Vitória",38,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,29,30,31,32,33,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
"318","2928307","Santanópolis",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,10,11,12,13,14,14,14,14,14,14,15,16,19,20,21,23,26,27,29,30,33,34,35,36
"319","2928406","Santa Rita de Cássia",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,26,26
"320","2928505","Santa Terezinha",56,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,8,9,10,13,14,15,16,20,21,22,23,24,27,28,29,30,31,31,31,31,31,31,31,32,33,36,38,39,40,43,44,45,47,50,51,53,53,53,54,55,56
"321","2928604","Santo Amaro",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,28,29,30,33,35,36,37,40,41,42,44,47,48,50,51,54,55,56,57
"322","2928703","Santo Antônio de Jesus",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,43,45,46,49,50,51,52
"323","2928802","Santo Estêvão",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"324","2928901","São Desidério",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"325","2928950","São Domingos",43,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,19,21,22,23,26,27,28,30,33,34,36,37,40,41,42,43
"326","2929008","São Félix",56,0,0,0,0,0,0,0,2,3,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,14,15,18,19,20,21,22,27,28,29,32,34,35,36,39,40,41,43,46,47,49,50,53,54,55,56
"327","2929107","São Felipe",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,8,9,10,13,14,15,16,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,22,23
"328","2929206","São Francisco do Conde",80,0,0,0,0,0,0,0,2,3,7,8,9,10,11,14,16,17,18,21,22,23,24,28,29,30,31,32,35,36,37,38,39,42,43,44,45,46,51,52,53,56,58,59,60,63,64,65,67,70,71,73,74,77,78,79,80
"329","2929255","São Gabriel",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,10,11,13,14,17,18,19,20
"330","2929305","São Gonçalo dos Campos",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,18,18,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"331","2929354","São José da Vitória",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,11,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"332","2929370","São José do Jacuípe",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,25,25
"333","2929404","São Miguel das Matas",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,8,10,11,14,15,15,15
"334","2929503","São Sebastião do Passé",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,13,14,15,16,17,22,23,24,27,29,30,31,34,35,36,38,41,42,44,45,48,49,50,51
"335","2929602","Sapeaçu",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"336","2929701","Sátiro Dias",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,11,12,13,14,17,18,19,20,21,21,21,21,21,22,27,28,29,32,34,35,36,39,40,41,43,46,47,49,50,53,54,55,56
"337","2929750","Saubara",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,12,17,18,19,22,24,25,26,29,30,31,33,36,37,39,40,43,44,45,46
"338","2929800","Saúde",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"339","2929909","Seabra",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,8,9,10,13,13,13,14,15,18,19,20,21,22,27,28,29,32,34,35,36,39,40,41,43,46,47,49,50,53,54,55,56
"340","2930105","Senhor do Bonfim",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,15,16,17,20,22,23,24,27,28,29,31,34,35,37,38,41,42,43,44
"341","2930154","Serra do Ramalho",33,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,9,10,11,11,11,11,11,11,12,13,14,15,18,19,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,24,26,29,30,32,33,33,33,33,33
"342","2930204","Sento Sé",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,15,16,19,20,21,22
"343","2930402","Serra Preta",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"344","2930501","Serrinha",71,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,14,15,16,19,19,19,19,19,20,21,22,23,26,27,28,29,30,33,34,35,36,37,42,43,44,47,49,50,51,54,55,56,58,61,62,64,65,68,69,70,71
"345","2930600","Serrolândia",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,11,11,11,11,11,11,11,11,11,11,12,13,16,17,18,20,23,24,26,27,30,31,32,33
"346","2930709","Simões Filho",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"347","2930766","Sítio do Quinto",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,13,13,13,13,13,13
"348","2930774","Sobradinho",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"349","2930808","Souto Soares",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,9,9,9,9,12,13,15,16,19,20,21,22
"350","2930907","Tabocas do Brejo Velho",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6
"351","2931004","Tanhaçu",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,7,9,10,10,10,10,10
"352","2931053","Tanque Novo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","2931103","Tanquinho",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,26,27
"354","2931202","Taperoá",56,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,15,19,20,21,22,23,26,27,28,29,30,33,34,35,36,37,42,43,43,43,43,43,43,43,43,43,43,46,47,49,50,53,54,55,56
"355","2931301","Tapiramutá",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","2931350","Teixeira de Freitas",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"357","2931400","Teodoro Sampaio",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,8,9,12,13,14,15
"358","2931509","Teofilândia",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"359","2931608","Teolândia",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,10,11,13,14,17,18,19,20
"360","2931707","Terra Nova",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"361","2931806","Tremedal",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,10,11,13,14,17,18,19,20
"362","2931905","Tucano",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,9,12,13,13,13,13,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"363","2932002","Uauá",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,26,27
"364","2932101","Ubaíra",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,6,7,9,10,13,14,15,16
"365","2932200","Ubaitaba",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,30,31,32,35,37,38,39,42,43,44,46,49,50,52,53,56,57,58,59
"366","2932309","Ubatã",77,0,0,0,0,0,0,0,0,0,4,5,6,7,8,11,13,14,15,18,19,20,21,25,26,27,28,29,32,33,34,35,36,39,40,41,42,43,48,49,50,53,55,56,57,60,61,62,64,67,68,70,71,74,75,76,77
"367","2932408","Uibaí",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,4
"368","2932457","Umburanas",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"369","2932507","Una",72,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,8,9,10,13,14,15,16,20,21,22,23,24,27,28,29,30,31,34,35,36,37,38,43,44,45,48,50,51,52,55,56,57,59,62,63,65,66,69,70,71,72
"370","2932606","Urandi",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,9,10,11,14,16,17,18,21,22,23,25,28,29,31,32,35,36,37,38
"371","2932705","Uruçuca",83,0,0,0,0,0,0,3,5,6,10,11,12,13,14,17,19,20,21,24,25,26,27,31,32,33,34,35,38,39,40,41,42,45,46,47,48,49,54,55,56,59,61,62,63,66,67,68,70,73,74,76,77,80,81,82,83
"372","2932804","Utinga",24,0,0,0,0,0,0,3,5,6,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,19,21,22,23,23,23,23,23,23,23,23,23,23,23,23,24
"373","2932903","Valença",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,13,17,18,19,20,21,24,25,26,27,28,31,32,33,34,35,40,41,42,45,47,48,49,52,53,54,56,59,60,62,63,66,67,68,69
"374","2933000","Valente",71,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,15,19,20,21,22,23,26,27,28,29,30,33,34,35,36,37,42,43,44,47,49,50,51,54,55,56,58,61,62,64,65,68,69,70,71
"375","2933059","Várzea da Roça",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"376","2933158","Várzea Nova",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,14
"377","2933174","Varzedo",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,10,12,13,14,14,14,14,14,17,18,20,21,24,25,26,27
"378","2933208","Vera Cruz",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"379","2933257","Vereda",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"380","2933307","Vitória da Conquista",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"381","2933455","Wanderley",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,13,13,13,13,13,13
"382","2933505","Wenceslau Guimarães",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,9,12,14,15,16,19,20,21,23,26,27,29,30,33,34,35,36
"383","2933604","Xique-Xique",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,10,12,13,14,17,18,19,21,24,25,27,28,31,32,33,34
