"";"ibge";"id.sus";"mortes";"mortes.diabetes";"mortes.hipertensao";"estabelecimentos.saude";"leitos";"profissionais.saude";"aux.enf.intensivista";"sup.enf.intensivista";"sup.med.intensivista";"sup.med.infectologista";"p_diabetes";"p_hipertensao"
"2359";3109303;"310930";125;2;10;1;27;302;NA;NA;NA;NA;0,016;0,08
"2360";3109402;"310940";150;6;7;1;12;287;NA;NA;NA;NA;0,04;0,0466666666666667
"2361";3109451;"310945";30;2;1;2;NA;100;NA;NA;NA;NA;0,0666666666666667;0,0333333333333333
"2362";3109501;"310950";81;4;1;1;42;140;NA;NA;NA;NA;0,0493827160493827;0,0123456790123457
"2363";3109600;"310960";27;1;3;1;NA;58;NA;NA;NA;NA;0,037037037037037;0,111111111111111
"2364";3109709;"310970";76;5;5;1;NA;106;NA;NA;NA;NA;0,0657894736842105;0,0657894736842105
"2365";3102704;"310270";73;1;2;2;26;109;NA;NA;NA;NA;0,0136986301369863;0,0273972602739726
"2366";3109808;"310980";14;0;NA;1;NA;49;NA;NA;NA;NA;0;NA
"2367";3109907;"310990";96;7;5;1;44;166;NA;NA;NA;NA;0,0729166666666667;0,0520833333333333
"2368";3110004;"311000";298;17;27;2;56;426;NA;NA;NA;NA;0,0570469798657718;0,0906040268456376
"2369";3110103;"311010";35;6;1;1;NA;93;NA;NA;NA;NA;0,171428571428571;0,0285714285714286
"2370";3110202;"311020";31;1;3;2;NA;64;NA;NA;NA;NA;0,032258064516129;0,0967741935483871
"2371";3110301;"311030";130;6;6;1;39;138;NA;NA;NA;NA;0,0461538461538462;0,0461538461538462
"2372";3110400;"311040";19;0;NA;1;NA;46;NA;NA;NA;NA;0;NA
"2373";3110509;"311050";175;17;11;3;27;182;NA;NA;NA;NA;0,0971428571428571;0,0628571428571429
"2374";3110608;"311060";183;13;3;1;50;257;NA;NA;NA;NA;0,0710382513661202;0,0163934426229508
"2375";3110707;"311070";111;7;8;2;36;155;NA;NA;NA;NA;0,0630630630630631;0,0720720720720721
"2376";3110806;"311080";25;1;NA;2;NA;62;1;NA;NA;NA;0,04;NA
"2377";3110905;"311090";139;14;9;2;30;203;NA;NA;NA;NA;0,100719424460432;0,0647482014388489
"2378";3111002;"311100";150;11;5;2;39;212;NA;NA;NA;NA;0,0733333333333333;0,0333333333333333
"2379";3111101;"311110";136;8;10;5;41;228;NA;NA;NA;NA;0,0588235294117647;0,0735294117647059
"2380";3111150;"311115";33;0;NA;1;NA;55;NA;NA;NA;NA;0;NA
"2381";3111200;"311120";467;25;21;3;107;855;NA;NA;NA;NA;0,0535331905781585;0,0449678800856531
"2382";3111309;"311130";104;4;2;2;25;149;NA;NA;NA;NA;0,0384615384615385;0,0192307692307692
"2383";3111408;"311140";48;3;NA;1;NA;125;NA;NA;NA;NA;0,0625;NA
"2384";3111507;"311150";99;4;1;2;38;146;NA;NA;NA;NA;0,0404040404040404;0,0101010101010101
"2385";3111606;"311160";225;7;8;2;51;298;NA;NA;NA;NA;0,0311111111111111;0,0355555555555556
"2386";3111903;"311190";32;2;1;1;NA;63;NA;NA;NA;NA;0,0625;0,03125
"2387";3111705;"311170";26;1;NA;1;NA;75;NA;NA;NA;NA;0,0384615384615385;NA
"2388";3111804;"311180";69;4;NA;1;25;122;NA;NA;NA;NA;0,0579710144927536;NA
"2389";3112000;"311200";123;4;3;1;22;145;NA;NA;NA;NA;0,032520325203252;0,024390243902439
"2390";3112059;"311205";40;1;NA;1;NA;38;NA;NA;NA;NA;0,025;NA
"2391";3112109;"311210";28;1;NA;1;NA;64;NA;NA;NA;NA;0,0357142857142857;NA
"2392";3112208;"311220";44;2;2;1;NA;68;NA;NA;NA;NA;0,0454545454545455;0,0454545454545455
"2393";3112307;"311230";206;4;18;4;55;325;NA;NA;NA;NA;0,0194174757281553;0,087378640776699
"2394";3112406;"311240";41;0;1;1;NA;78;NA;NA;NA;NA;0;0,024390243902439
"2395";3112505;"311250";62;4;1;1;NA;96;NA;NA;NA;NA;0,0645161290322581;0,0161290322580645
"2396";3112604;"311260";139;8;9;1;19;168;NA;NA;NA;NA;0,0575539568345324;0,0647482014388489
"2397";3112653;"311265";32;0;NA;1;NA;67;NA;NA;NA;NA;0;NA
"2398";3112703;"311270";75;1;3;1;20;155;NA;NA;NA;NA;0,0133333333333333;0,04
"2399";3112802;"311280";60;3;3;1;22;105;NA;NA;NA;NA;0,05;0,05
"2400";3112901;"311290";51;1;NA;1;NA;78;NA;NA;NA;NA;0,0196078431372549;NA
"2401";3113008;"311300";148;8;4;4;34;165;NA;NA;NA;1;0,0540540540540541;0,027027027027027
"2402";3113107;"311310";13;0;NA;2;NA;43;NA;NA;NA;NA;0;NA
"2403";3113206;"311320";169;4;10;1;45;371;NA;NA;NA;NA;0,0236686390532544;0,0591715976331361
"2404";3113305;"311330";302;12;5;1;194;848;1;3;1;2;0,0397350993377483;0,0165562913907285
"2405";3113404;"311340";599;26;69;1;184;983;NA;NA;NA;2;0,0434056761268781;0,115191986644407
"2406";3113503;"311350";48;1;5;2;21;91;NA;NA;NA;NA;0,0208333333333333;0,104166666666667
"2407";3113602;"311360";43;2;2;1;20;58;NA;NA;NA;NA;0,0465116279069767;0,0465116279069767
"2408";3113701;"311370";163;12;7;3;46;178;NA;NA;NA;NA;0,0736196319018405;0,0429447852760736
"2409";3113800;"311380";21;1;NA;1;10;49;NA;NA;NA;NA;0,0476190476190476;NA
"2410";3113909;"311390";97;8;2;1;37;110;NA;NA;NA;NA;0,0824742268041237;0,0206185567010309
"2411";3114006;"311400";91;0;7;1;26;116;NA;NA;NA;NA;0;0,0769230769230769
"2412";3114105;"311410";74;6;6;1;52;176;NA;NA;NA;NA;0,0810810810810811;0,0810810810810811
"2413";3114204;"311420";137;10;2;1;NA;161;NA;NA;NA;NA;0,072992700729927;0,0145985401459854
"2414";3114303;"311430";202;11;15;2;49;403;NA;NA;NA;NA;0,0544554455445545;0,0742574257425743
"2415";3114402;"311440";136;10;9;5;30;193;NA;NA;NA;NA;0,0735294117647059;0,0661764705882353
"2416";3114501;"311450";121;1;2;3;38;176;NA;NA;NA;NA;0,00826446280991736;0,0165289256198347
"2417";3114550;"311455";57;2;4;1;NA;147;NA;NA;NA;NA;0,0350877192982456;0,0701754385964912
"2418";3114600;"311460";33;1;1;1;19;60;NA;NA;NA;NA;0,0303030303030303;0,0303030303030303
"2419";3114709;"311470";29;0;1;2;NA;31;NA;NA;NA;NA;0;0,0344827586206897
"2420";3114808;"311480";29;1;2;2;NA;53;NA;NA;NA;NA;0,0344827586206897;0,0689655172413793
"2421";3114907;"311490";19;2;1;1;NA;27;NA;NA;NA;NA;0,105263157894737;0,0526315789473684
"2422";3115003;"311500";14;1;NA;2;NA;54;NA;NA;NA;NA;0,0714285714285714;NA
"2423";3115102;"311510";149;4;3;1;50;204;NA;NA;NA;NA;0,0268456375838926;0,0201342281879195
"2424";3115300;"311530";602;42;37;1;121;722;NA;NA;NA;NA;0,0697674418604651;0,0614617940199336
"2425";3115359;"311535";29;0;1;1;NA;56;NA;NA;NA;NA;0;0,0344827586206897
"2426";3115409;"311540";14;0;1;1;NA;37;NA;NA;NA;NA;0;0,0714285714285714
"2427";3115458;"311545";45;0;3;2;NA;74;NA;NA;NA;NA;0;0,0666666666666667
"2428";3115474;"311547";31;0;3;5;NA;61;NA;NA;NA;NA;0;0,0967741935483871
"2429";3115508;"311550";173;13;20;2;30;243;NA;NA;NA;NA;0,0751445086705202;0,115606936416185
"2430";3115607;"311560";13;1;NA;2;NA;31;NA;NA;NA;NA;0,0769230769230769;NA
"2431";3115706;"311570";65;4;2;1;22;85;NA;NA;NA;NA;0,0615384615384615;0,0307692307692308
"2432";3115805;"311580";75;4;NA;1;19;118;NA;NA;NA;NA;0,0533333333333333;NA
"2433";3115904;"311590";37;0;1;1;NA;45;NA;NA;NA;NA;0;0,027027027027027
"2434";3116001;"311600";37;2;1;1;NA;75;NA;NA;NA;NA;0,0540540540540541;0,027027027027027
"2435";3116100;"311610";54;1;1;1;NA;133;NA;NA;NA;NA;0,0185185185185185;0,0185185185185185
"2436";3116159;"311615";46;1;5;2;17;156;NA;NA;NA;NA;0,0217391304347826;0,108695652173913
"2437";3116209;"311620";26;1;2;1;NA;70;NA;NA;NA;NA;0,0384615384615385;0,0769230769230769
"2438";3116308;"311630";71;1;2;1;14;77;NA;NA;NA;NA;0,0140845070422535;0,028169014084507
"2439";3116407;"311640";13;2;NA;1;NA;57;NA;NA;NA;NA;0,153846153846154;NA
"2440";3116506;"311650";50;0;1;2;NA;94;NA;NA;NA;NA;0;0,02
"2441";3116605;"311660";149;7;7;9;41;223;NA;NA;NA;NA;0,0469798657718121;0,0469798657718121
"2442";3116704;"311670";66;3;5;1;NA;69;NA;NA;NA;NA;0,0454545454545455;0,0757575757575758
"2443";3116803;"311680";58;1;4;1;38;97;NA;NA;NA;NA;0,0172413793103448;0,0689655172413793
"2444";3116902;"311690";13;0;1;1;NA;48;NA;NA;NA;NA;0;0,0769230769230769
"2445";3117009;"311700";49;0;2;2;NA;80;NA;NA;NA;NA;0;0,0408163265306122
"2446";3117108;"311710";77;7;2;2;19;95;NA;NA;NA;NA;0,0909090909090909;0,025974025974026
"2447";3115201;"311520";32;2;4;1;NA;37;NA;NA;NA;NA;0,0625;0,125
"2448";3117306;"311730";147;3;3;2;22;340;NA;NA;NA;NA;0,0204081632653061;0,0204081632653061
"2449";3117207;"311720";21;1;1;1;NA;51;NA;NA;NA;NA;0,0476190476190476;0,0476190476190476
"2450";3117405;"311740";34;1;2;1;NA;64;NA;NA;NA;NA;0,0294117647058824;0,0588235294117647
"2451";3117504;"311750";133;7;9;2;42;243;NA;NA;NA;NA;0,0526315789473684;0,0676691729323308
"2452";3117603;"311760";38;3;NA;2;NA;56;NA;NA;NA;NA;0,0789473684210526;NA
"2453";3117702;"311770";105;4;9;1;32;137;NA;NA;NA;NA;0,0380952380952381;0,0857142857142857
"2454";3117801;"311780";64;3;5;1;NA;87;NA;NA;NA;NA;0,046875;0,078125
"2455";3117836;"311783";44;1;2;2;NA;100;NA;NA;NA;NA;0,0227272727272727;0,0454545454545455
"2456";3117876;"311787";19;0;NA;2;NA;89;NA;NA;NA;NA;0;NA
"2457";3117900;"311790";85;0;7;2;NA;95;NA;NA;NA;NA;0;0,0823529411764706
"2458";3118007;"311800";294;17;26;2;65;969;NA;NA;NA;NA;0,0578231292517007;0,0884353741496599
"2459";3118106;"311810";39;0;1;2;NA;62;NA;NA;NA;NA;0;0,0256410256410256
"2460";3118205;"311820";47;4;2;1;15;90;NA;NA;NA;NA;0,0851063829787234;0,0425531914893617
"2461";3118304;"311830";845;63;71;2;250;1723;NA;1;0;2;0,0745562130177515;0,0840236686390533
"2462";3118403;"311840";152;16;20;1;50;193;NA;NA;NA;NA;0,105263157894737;0,131578947368421
"2463";3118502;"311850";19;1;2;NA;NA;14;NA;NA;NA;NA;0,0526315789473684;0,105263157894737
"2464";3118601;"311860";3390;150;152;3;560;5612;2;NA;NA;6;0,0442477876106195;0,0448377581120944
"2465";3118700;"311870";72;5;6;2;NA;87;NA;NA;NA;NA;0,0694444444444444;0,0833333333333333
"2466";3118809;"311880";167;5;4;9;33;376;NA;NA;NA;NA;0,029940119760479;0,0239520958083832
"2467";3118908;"311890";56;3;1;1;NA;68;NA;NA;NA;NA;0,0535714285714286;0,0178571428571429
"2468";3119005;"311900";18;1;NA;1;NA;37;NA;NA;NA;NA;0,0555555555555556;NA
"2469";3119104;"311910";176;11;6;1;NA;154;NA;NA;NA;NA;0,0625;0,0340909090909091
"2470";3119203;"311920";84;8;4;1;NA;82;NA;NA;NA;NA;0,0952380952380952;0,0476190476190476
"2471";3119302;"311930";187;8;11;1;30;270;NA;NA;NA;NA;0,0427807486631016;0,0588235294117647
"2472";3119401;"311940";722;36;81;2;113;910;5;0;1;1;0,0498614958448753;0,11218836565097
"2473";3119500;"311950";53;3;3;2;NA;64;NA;NA;NA;NA;0,0566037735849057;0,0566037735849057
"2474";3119609;"311960";13;1;1;1;NA;60;NA;NA;NA;NA;0,0769230769230769;0,0769230769230769
"2475";3119708;"311970";15;1;1;1;NA;39;NA;NA;NA;NA;0,0666666666666667;0,0666666666666667
"2476";3119807;"311980";29;4;1;1;NA;38;NA;NA;NA;NA;0,137931034482759;0,0344827586206897
"2477";3119906;"311990";32;1;1;1;NA;27;NA;NA;NA;NA;0,03125;0,03125
"2478";3119955;"311995";37;1;5;2;NA;75;NA;NA;NA;NA;0,027027027027027;0,135135135135135
"2479";3120003;"312000";18;1;1;1;NA;31;NA;NA;NA;NA;0,0555555555555556;0,0555555555555556
"2480";3120102;"312010";26;0;4;1;NA;66;NA;NA;NA;NA;0;0,153846153846154
"2481";3120151;"312015";35;2;2;2;NA;57;NA;NA;NA;NA;0,0571428571428571;0,0571428571428571
"2482";3120201;"312020";75;4;1;1;19;108;NA;NA;NA;NA;0,0533333333333333;0,0133333333333333
"2483";3120300;"312030";22;1;NA;1;NA;80;NA;NA;NA;NA;0,0454545454545455;NA
"2484";3120409;"312040";26;4;3;1;NA;42;NA;NA;NA;NA;0,153846153846154;0,115384615384615
"2485";3120508;"312050";95;6;3;2;24;113;NA;NA;NA;NA;0,0631578947368421;0,0315789473684211
"2486";3120607;"312060";59;2;1;2;NA;59;NA;NA;NA;NA;0,0338983050847458;0,0169491525423729
"2487";3120706;"312070";27;2;NA;1;NA;55;NA;NA;NA;NA;0,0740740740740741;NA
"2488";3120805;"312080";128;19;17;1;66;206;NA;NA;NA;NA;0,1484375;0,1328125
"2489";3120839;"312083";33;5;4;1;NA;45;NA;NA;NA;NA;0,151515151515152;0,121212121212121
"2490";3120870;"312087";35;1;NA;3;NA;119;NA;NA;NA;NA;0,0285714285714286;NA
"2491";3120904;"312090";544;10;26;1;175;823;NA;1;0;NA;0,0183823529411765;0,0477941176470588
"2492";3121001;"312100";28;1;2;2;21;51;NA;NA;NA;NA;0,0357142857142857;0,0714285714285714
"2493";3121100;"312110";65;5;4;2;NA;80;NA;NA;NA;NA;0,0769230769230769;0,0615384615384615
"2494";3121209;"312120";37;3;1;2;19;97;NA;NA;NA;NA;0,0810810810810811;0,027027027027027
"2495";3121258;"312125";39;1;1;1;NA;106;NA;NA;NA;NA;0,0256410256410256;0,0256410256410256
"2496";3121308;"312130";57;3;6;1;NA;80;NA;NA;NA;NA;0,0526315789473684;0,105263157894737
"2497";3121407;"312140";60;0;1;1;NA;90;NA;NA;NA;NA;0;0,0166666666666667
"2498";3121506;"312150";31;4;2;1;NA;45;NA;NA;NA;NA;0,129032258064516;0,0645161290322581
"2499";3121605;"312160";292;11;14;2;153;1143;NA;NA;NA;1;0,0376712328767123;0,0479452054794521
"2500";3121704;"312170";40;1;1;2;NA;48;NA;NA;NA;NA;0,025;0,025
"2501";3121803;"312180";65;3;6;2;9;77;NA;NA;NA;NA;0,0461538461538462;0,0923076923076923
"2502";3121902;"312190";31;1;2;1;NA;59;NA;NA;NA;NA;0,032258064516129;0,0645161290322581
"2503";3122009;"312200";160;10;10;1;36;178;NA;NA;NA;NA;0,0625;0,0625
"2504";3122108;"312210";57;4;2;1;21;71;NA;NA;NA;NA;0,0701754385964912;0,0350877192982456
"2505";3122207;"312220";70;1;3;3;NA;69;NA;NA;NA;NA;0,0142857142857143;0,0428571428571429
"2506";3122306;"312230";1391;76;93;7;655;3385;NA;1;1;4;0,0546369518332135;0,0668583752695902
"2507";3122355;"312235";40;0;1;2;1;74;NA;NA;NA;NA;0;0,025
"2508";3122405;"312240";46;3;7;2;7;56;NA;NA;NA;NA;0,0652173913043478;0,152173913043478
"2509";3122454;"312245";38;2;3;3;NA;92;NA;NA;NA;NA;0,0526315789473684;0,0789473684210526
"2510";3122470;"312247";22;1;2;1;NA;48;NA;NA;NA;NA;0,0454545454545455;0,0909090909090909
"2511";3122504;"312250";42;2;4;1;NA;62;NA;NA;NA;NA;0,0476190476190476;0,0952380952380952
"2512";3122603;"312260";40;2;4;1;19;84;NA;NA;NA;NA;0,05;0,1
"2513";3122702;"312270";47;0;1;1;27;83;NA;NA;NA;NA;0;0,0212765957446809
"2514";3122801;"312280";21;1;NA;1;NA;37;NA;NA;NA;NA;0,0476190476190476;NA
"2515";3122900;"312290";48;2;9;3;NA;46;NA;NA;NA;NA;0,0416666666666667;0,1875
"2516";3123007;"312300";73;1;4;1;NA;92;NA;NA;NA;NA;0,0136986301369863;0,0547945205479452
"2517";3123106;"312310";34;1;1;1;NA;64;NA;NA;NA;NA;0,0294117647058824;0,0294117647058824
"2518";3123205;"312320";120;9;6;1;40;146;NA;NA;NA;NA;0,075;0,05
"2519";3123304;"312330";54;3;2;NA;NA;38;NA;NA;NA;NA;0,0555555555555556;0,037037037037037
"2520";3123403;"312340";10;0;NA;2;NA;32;NA;NA;NA;NA;0;NA
"2521";3123502;"312350";7;0;NA;1;NA;42;NA;NA;NA;NA;0;NA
"2522";3123528;"312352";34;1;1;1;NA;58;NA;NA;NA;NA;0,0294117647058824;0,0294117647058824
"2523";3123601;"312360";212;6;10;1;36;212;NA;NA;NA;1;0,0283018867924528;0,0471698113207547
"2524";3123700;"312370";79;3;8;4;NA;120;NA;NA;NA;NA;0,0379746835443038;0,10126582278481
"2525";3123809;"312380";48;0;1;1;NA;67;NA;NA;NA;NA;0;0,0208333333333333
"2526";3123858;"312385";42;2;6;NA;NA;59;NA;NA;NA;NA;0,0476190476190476;0,142857142857143
"2527";3123908;"312390";134;7;8;2;54;136;NA;NA;NA;NA;0,0522388059701493;0,0597014925373134
"2528";3124005;"312400";126;5;5;1;22;256;NA;NA;NA;NA;0,0396825396825397;0,0396825396825397
"2529";3124104;"312410";378;10;37;2;40;405;NA;NA;NA;NA;0,0264550264550265;0,0978835978835979
"2530";3124203;"312420";181;11;16;1;53;239;NA;NA;NA;NA;0,0607734806629834;0,0883977900552486
"2531";3124302;"312430";209;4;3;2;30;277;NA;NA;NA;NA;0,0191387559808612;0,0143540669856459
"2532";3124401;"312440";34;0;6;1;NA;56;NA;NA;NA;NA;0;0,176470588235294
"2533";3124500;"312450";71;2;9;1;25;67;NA;NA;NA;NA;0,028169014084507;0,126760563380282
"2534";3124609;"312460";22;0;2;1;NA;35;NA;NA;NA;NA;0;0,0909090909090909
"2535";3124708;"312470";27;2;NA;1;14;60;NA;NA;NA;NA;0,0740740740740741;NA
"2536";3124807;"312480";43;1;2;1;4;83;NA;NA;NA;NA;0,0232558139534884;0,0465116279069767
"2537";3124906;"312490";90;5;7;1;30;130;NA;NA;NA;NA;0,0555555555555556;0,0777777777777778
"2538";3125002;"312500";39;0;3;1;NA;68;NA;NA;NA;NA;0;0,0769230769230769
"2539";3125101;"312510";242;8;15;1;38;388;2;NA;NA;1;0,0330578512396694;0,0619834710743802
"2540";3125200;"312520";22;2;1;NA;NA;22;NA;NA;NA;NA;0,0909090909090909;0,0454545454545455
"2541";3125309;"312530";20;1;1;1;NA;30;NA;NA;NA;NA;0,05;0,05
"2542";3125408;"312540";36;1;2;1;NA;90;NA;NA;NA;NA;0,0277777777777778;0,0555555555555556
"2543";3125606;"312560";48;3;4;2;42;105;NA;NA;NA;NA;0,0625;0,0833333333333333
"2544";3125705;"312570";89;4;6;1;NA;163;NA;NA;NA;NA;0,0449438202247191;0,0674157303370786
"2545";3125804;"312580";28;0;1;1;NA;51;NA;NA;NA;NA;0;0,0357142857142857
"2546";3125903;"312590";61;5;3;1;25;96;NA;NA;NA;NA;0,0819672131147541;0,0491803278688525
"2547";3125952;"312595";66;3;9;1;19;135;NA;NA;NA;NA;0,0454545454545455;0,136363636363636
"2548";3126000;"312600";36;1;NA;4;NA;81;NA;NA;NA;1;0,0277777777777778;NA
"2549";3126109;"312610";512;31;31;1;95;702;NA;0;1;NA;0,060546875;0,060546875
"2550";3126208;"312620";39;1;1;1;10;143;NA;NA;NA;NA;0,0256410256410256;0,0256410256410256
"2551";3126307;"312630";24;0;NA;2;NA;60;NA;NA;NA;NA;0;NA
"2552";3126406;"312640";24;0;1;2;NA;59;NA;NA;NA;NA;0;0,0416666666666667
"2553";3126505;"312650";60;2;NA;1;11;111;NA;NA;NA;NA;0,0333333333333333;NA
"2554";3126604;"312660";27;1;NA;1;NA;81;NA;NA;NA;NA;0,037037037037037;NA
"2555";3126703;"312670";175;3;3;1;50;332;NA;NA;NA;NA;0,0171428571428571;0,0171428571428571
"2556";3126752;"312675";38;0;NA;3;NA;64;NA;NA;NA;NA;0;NA
"2557";3126802;"312680";49;1;4;3;NA;69;NA;NA;NA;NA;0,0204081632653061;0,0816326530612245
"2558";3126901;"312690";70;3;6;NA;16;103;NA;NA;NA;NA;0,0428571428571429;0,0857142857142857
"2559";3126950;"312695";28;0;2;1;NA;26;NA;NA;NA;NA;0;0,0714285714285714
"2560";3127008;"312700";63;2;1;1;NA;210;NA;NA;NA;NA;0,0317460317460317;0,0158730158730159
"2561";3127057;"312705";28;2;1;2;NA;61;NA;NA;NA;NA;0,0714285714285714;0,0357142857142857
"2562";3127073;"312707";43;2;3;1;NA;58;NA;NA;NA;NA;0,0465116279069767;0,0697674418604651
"2563";3127107;"312710";394;12;22;2;80;700;NA;NA;NA;2;0,0304568527918782;0,0558375634517767
"2564";3127206;"312720";32;2;2;1;NA;85;NA;NA;NA;NA;0,0625;0,0625
"2565";3127305;"312730";52;0;6;1;NA;80;NA;NA;NA;NA;0;0,115384615384615
"2566";3127339;"312733";19;0;NA;1;NA;92;NA;NA;NA;NA;0;NA
"2567";3127354;"312735";23;0;NA;1;NA;38;NA;NA;NA;NA;0;NA
"2568";3127370;"312737";24;2;3;2;NA;54;NA;NA;NA;NA;0,0833333333333333;0,125
"2569";3127388;"312738";26;1;3;1;NA;64;NA;NA;NA;NA;0,0384615384615385;0,115384615384615
"2570";3127404;"312740";34;1;3;1;NA;39;NA;NA;NA;NA;0,0294117647058824;0,0882352941176471
"2571";3127503;"312750";47;3;2;1;NA;75;NA;NA;NA;NA;0,0638297872340425;0,0425531914893617
"2572";3127602;"312760";81;6;3;2;26;126;NA;NA;NA;NA;0,0740740740740741;0,037037037037037
"2573";3127701;"312770";1975;129;194;7;551;3427;NA;NA;NA;4;0,0653164556962025;0,0982278481012658
"2574";3127800;"312780";85;2;3;1;48;179;NA;NA;NA;NA;0,0235294117647059;0,0352941176470588
"2575";3127909;"312790";9;0;NA;1;NA;46;NA;NA;NA;NA;0;NA
"2576";3128006;"312800";215;7;9;1;70;369;NA;NA;NA;NA;0,0325581395348837;0,0418604651162791
"2577";3128105;"312810";101;4;6;1;29;129;NA;NA;NA;NA;0,0396039603960396;0,0594059405940594
"2578";3128204;"312820";70;4;NA;2;23;108;NA;NA;NA;NA;0,0571428571428571;NA
"2579";3128253;"312825";24;2;NA;1;NA;48;NA;NA;NA;NA;0,0833333333333333;NA
"2580";3128303;"312830";161;5;5;1;39;224;NA;NA;NA;NA;0,031055900621118;0,031055900621118
"2581";3128402;"312840";83;5;2;1;NA;109;NA;NA;NA;NA;0,0602409638554217;0,0240963855421687
"2582";3128501;"312850";35;0;2;1;NA;45;NA;NA;NA;NA;0;0,0571428571428571
"2583";3128600;"312860";44;0;2;1;16;106;NA;NA;NA;NA;0;0,0454545454545455
"2584";3128709;"312870";388;26;22;1;93;707;NA;NA;NA;1;0,0670103092783505;0,0567010309278351
"2585";3128808;"312880";74;4;5;3;NA;85;NA;NA;NA;NA;0,0540540540540541;0,0675675675675676
"2586";3128907;"312890";47;0;5;1;NA;94;NA;NA;NA;NA;0;0,106382978723404
"2587";3129004;"312900";62;2;3;2;NA;82;NA;NA;NA;NA;0,032258064516129;0,0483870967741935
"2588";3129103;"312910";37;6;3;2;20;83;NA;NA;NA;NA;0,162162162162162;0,0810810810810811
"2589";3129202;"312920";49;0;3;1;NA;72;NA;NA;NA;NA;0;0,0612244897959184
"2590";3129301;"312930";80;6;2;1;NA;96;NA;NA;NA;NA;0,075;0,025
"2591";3129400;"312940";45;3;5;1;49;114;NA;NA;NA;NA;0,0666666666666667;0,111111111111111
"2592";3129509;"312950";157;7;9;2;26;188;NA;NA;NA;NA;0,0445859872611465;0,0573248407643312
"2593";3129608;"312960";56;1;5;1;NA;77;NA;NA;NA;NA;0,0178571428571429;0,0892857142857143
"2594";3129657;"312965";47;2;3;1;NA;79;NA;NA;NA;NA;0,0425531914893617;0,0638297872340425
"2595";3129707;"312970";64;2;2;2;12;125;NA;NA;NA;NA;0,03125;0,03125
"2596";3129806;"312980";820;49;28;1;65;1296;NA;NA;NA;NA;0,0597560975609756;0,0341463414634146
"2597";3129905;"312990";37;4;2;1;NA;32;NA;NA;NA;NA;0,108108108108108;0,0540540540540541
"2598";3130002;"313000";19;0;NA;2;NA;30;NA;NA;NA;NA;0;NA
"2599";3130051;"313005";70;1;5;2;NA;101;NA;NA;NA;NA;0,0142857142857143;0,0714285714285714
"2600";3130101;"313010";256;7;15;2;NA;314;NA;NA;NA;NA;0,02734375;0,05859375
"2601";3130200;"313020";69;2;1;1;NA;113;NA;NA;NA;NA;0,0289855072463768;0,0144927536231884
"2602";3130309;"313030";62;5;3;1;28;92;NA;NA;NA;NA;0,0806451612903226;0,0483870967741935
"2603";3130408;"313040";37;4;2;1;NA;64;NA;NA;NA;NA;0,108108108108108;0,0540540540540541
"2604";3130507;"313050";93;0;5;2;30;122;NA;NA;NA;NA;0;0,0537634408602151
"2605";3130556;"313055";32;1;4;2;NA;76;NA;NA;NA;NA;0,03125;0,125
"2606";3130606;"313060";58;2;2;1;NA;40;NA;NA;NA;NA;0,0344827586206897;0,0344827586206897
"2607";3130655;"313065";40;2;1;3;NA;78;NA;NA;NA;NA;0,05;0,025
"2608";3130705;"313070";32;2;NA;1;NA;92;NA;NA;NA;NA;0,0625;NA
"2609";3130804;"313080";12;0;1;1;NA;33;NA;NA;NA;NA;0;0,0833333333333333
"2610";3130903;"313090";156;15;23;5;48;302;NA;NA;NA;NA;0,0961538461538462;0,147435897435897
"2611";3131000;"313100";43;0;2;1;NA;107;NA;NA;NA;NA;0;0,0465116279069767
"2612";3131109;"313110";51;2;NA;3;NA;87;NA;NA;NA;NA;0,0392156862745098;NA
"2613";3131158;"313115";118;6;4;2;NA;201;NA;NA;NA;NA;0,0508474576271186;0,0338983050847458
"2614";3131208;"313120";169;11;14;1;47;206;NA;NA;NA;NA;0,0650887573964497;0,0828402366863905
"2615";3131307;"313130";1323;47;70;4;596;3615;NA;NA;NA;4;0,035525321239607;0,0529100529100529
"2616";3131406;"313140";31;4;1;1;NA;56;NA;NA;NA;NA;0,129032258064516;0,032258064516129
"2617";3131505;"313150";69;4;5;1;18;104;NA;NA;NA;NA;0,0579710144927536;0,072463768115942
"2618";3131604;"313160";32;1;NA;1;NA;92;NA;NA;NA;NA;0,03125;NA
"2619";3131703;"313170";648;24;22;7;219;2180;28;23;0;1;0,037037037037037;0,0339506172839506
"2620";3131802;"313180";74;3;6;1;20;123;NA;NA;NA;NA;0,0405405405405405;0,0810810810810811
"2621";3131901;"313190";342;15;32;7;70;733;NA;NA;NA;NA;0,043859649122807;0,0935672514619883
"2622";3132008;"313200";24;1;1;1;NA;59;NA;NA;NA;NA;0,0416666666666667;0,0416666666666667
"2623";3132107;"313210";121;5;3;2;41;233;NA;NA;NA;NA;0,0413223140495868;0,0247933884297521
"2624";3132206;"313220";81;1;3;1;45;172;NA;NA;NA;NA;0,0123456790123457;0,037037037037037
"2625";3132305;"313230";108;4;9;2;28;115;NA;NA;NA;NA;0,037037037037037;0,0833333333333333
"2626";3132404;"313240";690;25;42;5;187;1369;NA;1;0;1;0,036231884057971;0,0608695652173913
"2627";3132503;"313250";176;10;10;2;101;339;NA;NA;NA;NA;0,0568181818181818;0,0568181818181818
