"";"ibge";"dist.ilheus";"dist.ssa";"dist.min.ilh.ssa";"dist.min.loc";"dist.min.nat";"dist.min.int";"dist.min.nat.wint";"nat.airport";"loc.airport"
"48";"2917102";107,908048366377;298,661227102521;107,908048366377;94,3437618398256;94,3437618398256;183,041664989392;94,3437618398256;"NO";"NO"
"49";"2917409";354,082421668365;479,619280656323;354,082421668365;78,4729656759229;157,300450315306;392,812820616665;157,300450315306;"NO";"NO"
"50";"2918456";252,024358679577;475,777476049602;252,024358679577;88,0899804674542;88,0899804674542;117,756689490755;88,0899804674542;"NO";"NO"
"51";"2918555";61,3062635039925;277,288546594047;61,3062635039925;58,8105606368525;58,8105606368525;150,843161814586;58,8105606368525;"NO";"NO"
"52";"2918902";332,88290276725;557,142439889069;332,88290276725;68,2052023452504;68,2052023452504;180,322381583471;68,2052023452504;"NO";"NO"
"53";"2919405";371,018803812869;485,419540511146;371,018803812869;51,3175978588382;175,741563277422;417,410380213203;175,741563277422;"NO";"NO"
"54";"2919702";167,70201428022;368,032893841385;167,70201428022;90,4287594905133;90,4287594905133;172,409256949389;90,4287594905133;"NO";"NO"
"55";"2919959";268,176896581801;395,965541901339;268,176896581801;74,1548528066795;74,1548528066795;327,501199532927;74,1548528066795;"NO";"NO"
"56";"2920007";163,219701689424;371,106150829778;163,219701689424;110,126291580674;110,126291580674;152,721753879117;110,126291580674;"NO";"NO"
"57";"2920908";102,134629447308;326,591878296836;102,134629447308;55,8743296095712;55,8743296095712;92,9118861224124;55,8743296095712;"NO";"NO"
"58";"2921104";311,904172293933;535,947891919071;311,904172293933;68,0023436671151;68,0023436671151;164,017156618373;68,0023436671151;"NO";"NO"
"59";"2921807";354,122456245611;488,622599618992;354,122456245611;96,2244136364838;157,25168625607;383,239136077154;157,25168625607;"NO";"NO"
"60";"2922003";369,783270528469;593,524440062921;369,783270528469;1,1792703236599;62,8139042846487;197,88448713741;62,8139042846487;"NO";"YES"
"61";"2922706";123,557761466652;294,647066050755;123,557761466652;73,4770277626914;73,4770277626914;210,959601731071;73,4770277626914;"NO";"NO"
"62";"2923001";348,931532900255;572,132178136316;348,931532900255;22,8568364172293;41,8124610667114;175,205746015262;41,8124610667114;"NO";"NO"
"63";"2923902";100,993458696117;319,384197561928;100,993458696117;75,2714143751413;75,2714143751413;125,649944849069;75,2714143751413;"NO";"NO"
"64";"2924504";394,541938231217;501,932518677021;394,541938231217;30,0418143934893;200,284992389329;443,19872728025;200,284992389329;"NO";"NO"
"65";"2924702";289,414272902526;433,803695628984;289,414272902526;93,0883835621411;93,0883835621411;323,996115408974;93,0883835621411;"NO";"NO"
"66";"2925006";153,043433712227;305,370823046354;153,043433712227;46,9575871141047;46,9575871141047;240,136344587621;46,9575871141047;"NO";"NO"
"67";"2925105";148,599855359915;286,50405097728;148,599855359915;63,0985799322342;63,0985799322342;252,602209274166;63,0985799322342;"NO";"NO"
"68";"2925303";201,902572205231;423,900528382564;201,902572205231;29,5408371496877;29,5408371496877;29,5408371496877;107,836218378407;"YES";"YES"
"69";"2925402";124,361625416972;344,328706454382;124,361625416972;90,4468599014951;90,4468599014951;111,776230314513;90,4468599014951;"NO";"NO"
"70";"2925501";258,299930500454;480,002091961667;258,299930500454;55,1373549972063;55,1373549972063;81,7669755211208;55,1373549972063;"NO";"NO"
"71";"2925709";290,041803028587;417,719548498948;290,041803028587;94,4812487058518;94,4812487058518;342,723099506684;94,4812487058518;"NO";"NO"
"72";"2926657";186,668804269911;375,332439116107;186,668804269911;66,4526873400521;66,4526873400521;202,029973924609;66,4526873400521;"NO";"NO"
"73";"2927705";157,418465082442;379,418392787891;157,418465082442;26,5064889273732;26,5064889273732;26,5064889273732;99,1200423308603;"NO";"NO"
"74";"2927804";84,5312618019064;272,301858116724;84,5312618019064;84,5312618019064;84,5312618019064;188,389450766676;84,5312618019064;"NO";"NO"
"75";"2928059";73,8880418251357;298,462189258382;73,8880418251357;29,9918703829039;29,9918703829039;111,594246007524;29,9918703829039;"NO";"NO"
"76";"2929354";44,7320328892651;264,15996065911;44,7320328892651;44,7320328892651;44,7320328892651;153,867227303005;44,7320328892651;"NO";"NO"
"77";"2930006";441,749215207824;551,30461070653;441,749215207824;57,6440109344934;245,922596624477;480,684694523654;245,922596624477;"NO";"NO"
"78";"2931350";299,659011468585;523,825253961193;299,659011468585;16,7802214880181;16,7802214880181;132,477854995206;16,7802214880181;"YES";"YES"
"79";"2931806";263,741806506387;414,847144890014;263,741806506387;68,8538543802661;68,8538543802661;298,675948494565;68,8538543802661;"NO";"NO"
"80";"2932507";47,780609020706;272,202040713169;47,780609020706;20,9605598821277;20,9605598821277;133,59152634331;20,9605598821277;"YES";"YES"
"81";"2932606";393,145399942264;513,062106350056;393,145399942264;58,8418555600722;196,517290980691;429,870285546648;196,517290980691;"NO";"NO"
"82";"2932705";38,42435106242;204,313980777414;38,42435106242;38,42435106242;38,42435106242;204,313980777414;38,42435106242;"NO";"NO"
"83";"2933257";280,722402925007;505,29566475545;280,722402925007;48,355992864029;48,355992864029;125,227971188882;48,355992864029;"NO";"NO"
